title,votes,num_answer,views,tags,accepted,q_time,ac_ans_time,ua,users
How can I convert a stack trace to a string?,1688,32,733k,java stack-trace tostring ,True,2009-07-19T11:31:43,2010-01-21T14:39:54,True,"['ripper234', 'Brian Agnew', 'amar', 'D. Wroblewski', 'Vicky Kapadia', 'stumbav', 'jqno', 'Vladas Diržys', 'Akira Yamamoto', 'dumonderic', 'Baked Inhalf', 'rouble', 'Ramanan Durairaj', 'vonox7', 'Pengcheng Zhang', 'Jarek Przygódzki', 'eddyrokr', 'IvanRF', 'Tihamer', 'Gala', 'ivanjermakov', 'ido flax', 'samthebest', 'Kapé', 'Jorge Santos', 'Andrey Lebedenko', 'Eric', 'Prakhar Nigam', 'Andrey Sarul', 'Alexander Wessel', 'Brian_Entei']"
Why does Java have transient fields?,1629,15,774k,java field transient ,True,2009-05-26T12:11:36,2009-05-26T12:53:22,False,"['Animesh', 'coobird', 'Brian Agnew', 'Shreyos Adikari', 'Adrian Grigore', 'DragonFax', 'Andrei Ciobanu', 'BERGUIGA Mohamed Amine', 'Silfverstrom', 'setzamora', 'Mateen', 'Mohammed H', 'Yu Jiaao', 'nyulan', 'Vishal Sheth']"
Fastest way to determine if an integer's square root is an integer,1598,37,324k,java math optimization perfect-square ,True,2008-11-17T13:43:21,2009-01-08T16:32:42,False,[]
What exactly is Apache Camel?,1590,22,653k,java apache-camel soa enterprise-integration ,True,2012-01-13T02:32:18,2012-07-18T11:38:00,False,"['Myy', 'Amr Mostafa', 'Claus Ibsen', 'David Newcomb', 'Andrejs', 'Marcin Wasiluk', 'DolphinJava', 'Crollster', 'Sunil', 'Kai Wähner', 'Ravindra babu', 'MMacD', 'skipy', 'Naveen Raj', 'KingJulien', 'Chetan Gowda', 'cwash', 'sa_nyc', 'Khader M A', 'Souciance Eqdam Rashti', 'Midhun Pottammal', 'javalearner_heaven', 'earizon']"
Is null check needed before calling instanceof?,1578,8,328k,java nullpointerexception null ,True,2010-06-01T13:53:15,2010-06-01T14:05:48,False,"['Johan Lübcke', 'Andy Thomas', 'Bozho', 'Jin Kwon', 'RoflcoptrException', 'Attila Tanyi', 'TriS', 'Nikhil Kumar', 'Marinos An']"
How to add local jar files to a Maven project?,1567,35,1.5m,java maven dependencies libraries mvn-repo ,True,2011-02-10T10:03:26,2011-02-10T10:08:29,True,"['Praneel PIDIKITI', 'Alireza Fattahi', 'user373455', 'JJ Roman', 'Anthony O.', 'sphinks', 'fl0w', 'ROOT', 'kolle_86', 'Tummidi Phani Kumar', 'Amit', 'Puce', 'Cephalopod', 'JeanValjean', 'user11141611', 'Hassani', 'Sudara', 'JRr', 'Anton', 'Simeon', 'Luis Muzikant', 'kervin', 'Dean Jain', 'Ravikiran Reddy Kotapati', 'Haroldo_OK', 'Frank', 'bpjoshi', 'Mazen Embaby', 'Kamil Tomasz Jarmusik', 'Ranushka Lakmal Sankalpa', 'Ranjan Rozario']"
How can I concatenate two arrays in Java?,1564,66,1.3m,java arrays concatenation add ,False,2008-09-17T06:14:23,No ac,False,[]
How to directly initialize a HashMap (in a literal way)?,1555,22,1.8m,java dictionary collections initialization ,True,2011-07-23T18:40:33,2011-07-23T18:44:15,False,"['jens', 'yankee', 'gregory561', 'Jens Hoffmann', 'Paŭlo Ebermann', 'Shaggy Frog', 'Aerthel', 'Johnny Willer', 'Basil Bourque', 'BeardOverflow', 'Gerrit Schulz', 'avp', 'Sakshi Aggarwal', 'NotNV6', 'Balakrishna Kudikala', 'Vishal Saraf', 'nurb', 'Milton Bertachini', 'esotericpig', 'JHH', 'Robocide', 'Alan', 'user16547619']"
How do I create a file and write to it?,1520,35,3.1m,java file-io ,True,2010-05-21T19:58:55,2010-05-21T20:06:52,False,"['Drew Johnson', 'Michael', 'Bozho', 'icza', 'Eric Petroelje', 'Anuj Dhiman', 'Draeven', 'icl7126', 'iKing', 'Derek Hill', 'Tadas S', 'extraneon', 'Mehdi', 'Mark Peters', 'Rohit ZP', 'sajad abbasi', 'ben', 'aashima', 'Zuko', 'praveenraj4ever', 'Anurag Goel', 'Suthan Srinivasan', 'qed', 'Ran Adler', 'Anurag Goel', 'user4880283', 'akhil_mittal', 'Jan Bodnar', 'imvp', 'Muhammed Sayeed', 'Piotr Niewinski']"
How to round a number to n decimal places in Java,1447,39,2.0m,java decimal rounding digits ,True,2008-09-30T16:01:34,2008-09-30T16:14:15,False,"['Alex Spurling', 'curtisk', 'asterite', 'MetroidFan2002', 'Milhous', 'user207421', 'user593581', 'JibW', 'Ovesh', 'Chris Cudmore', 'Ivan', 'Mifeet', 'Amit', 'MAbraham1', 'Easwaramoorthy K', 'Jorgesys', 'Ivan', 'Li Ying', 'user2154462', 'ashr', 'marco', 'Suragch', 'Alain Cruz', 'Drew Noakes', 'Craigo', 'Md. Jamal Uddin', 'Amr Ali', 'Jasdeep Singh', 'Se Song', 'Enamul Haque', 'Dmitry Fisenko']"
Why is executing Java code in comments with certain Unicode characters allowed?,1404,8,84k,java unicode comments ,True,2015-06-09T09:02:16,2015-06-09T09:13:50,False,"['Reg', 'aioobe', 'Holger', 'Pepijn Schmitz', 'zwol', 'Jonathan Gibbons', 'ZhongYu', 'Martijn', 'Jim Sawyer']"
What are the -Xms and -Xmx parameters when starting JVM?,1399,5,2.6m,java memory-management parameters jvm ,True,2013-02-07T23:28:20,2013-02-07T23:29:31,False,"['Pankaj', 'hexacyanide', 'Rupesh Yadav', 'lazylead', 'Mehrez BEN MOHAMED', 'Abhishek Aich']"
How to get the current working directory in Java?,1349,27,1.8m,java java-io ,False,2011-02-02T05:24:06,No ac,False,"['Qazi', 'Anuj Patel', 'geoO', 'Dmitry Bespalov', 'Mark', 'freedev', 'user2430452', 'Paul Wagland', 'Peter De Winter', 'comeGetSome', 'Bohdan', 'JSS', 'Jan Povolný', 'SijeDeHaan', 'GOXR3PLUS', 'bachden', 'Volodya Lombrozo', 'Adam M. Gamboa G.', 'MJB', 'Tonecops', 'Ted', 'Avon97', 'Andrew Mititi', 'Wortig', 'Adam D.', 'VenerableAgents', 'Marko Stojkovic']"
"Can't execute jar- file: ""no main manifest attribute""",1343,46,2.2m,java jar manifest program-entry-point ,False,2012-03-13T18:20:40,No ac,False,"['Ewoud', 'Olivier Refalo', 'Jesper', 'CodeBrew', 'Sasanka Panguluri', 'Naga Srinu Kapusetti', 'morningstar', 'David', 'QED', 'Burhan ARAS', 'eis', 'Yury Finchenko', 'shuang', 'MTA', 'Binakot', 'John M', 'Andrew', 'CodeMonkey', 'djangofan', 'Dave Beauchesne', 'KarthikPon', 'Darshil Shah', 'Shekh Akther', 'Koneri', 'satheesh.v', 'Lonely Solitary', 'Neeraj Bhatnagar', 'mwag', 'MichaelT', 'user10356724', 'Ueffes']"
"Difference between ""wait()"" vs ""sleep()"" in Java",1337,33,985k,java multithreading wait sleep java-threads ,True,2009-06-24T06:48:40,2009-06-24T06:50:17,False,"['Geek', 'oxbow_lakes', 'Robert Munteanu', 'E-rich', 'estani', 'roottraveller', 'Premraj', 'NguyenDat', 'Vikas Gupta', 'om singh', 'Itay Maman', 'pvllnspk', 'Reegan Miranda', 'Ratnesh Maurya', 'Roee Adler', 'user2485429', 'Rakhi Jaligama', 'VedantK', 'Mark', 'Justin', 'KarlP', 'VISALIG', 'shikjohari', 'User10001', 'negora', 'Dhiral Pandya', 'AVI', 'Aravind Mano', 'Ravindra babu', 'Rupesh', 'TT_ stands with Russia']"
'Must Override a Superclass Method' Errors after importing a project into Eclipse,1301,13,267k,java android eclipse overriding superclass ,True,2009-11-05T03:17:53,2009-11-05T03:33:53,False,"['Tim H', 'alphazero', 'Paul', 'Rollin_s', 'false9striker', 'ulrich', 'phil294', 'will824', 'ob.yann', 'mljrg', 'Sunil', 'Hắc Huyền Minh', 'HashanR', 'Vikas Piprade']"
How to parse JSON in Java,1298,36,2.4m,java json parsing ,False,2010-04-07T09:00:21,No ac,False,"['Muhammad Maqsoodur Rehman', 'user1931858', 'SDekov', 'nondescript', 'rputta', 'lubilis', 'Levent Divilioglu', 'dade', 'Md Samiul Alim Sakib', 'justin.hughey', 'Olivier Tonglet', 'Giovanni Botta', 'fabien', 'brainmurphy1', 'Slava Vedenin', 'Shailendra Singh', 'venkat', 'lalitbhagtani', 'LittleBigUllah', 'sumit kumar', 'Sreekanth', 'LReddy', 'Ravi Durairaj', 'Parth Solanki', 'Jose Manuel Gomez Alvarez', 'yurin', 'Mugeesh Husain', 'Bhargav Patel', 'Jaroslav Tulach', 'Pika Supports Ukraine', 'slashron']"
"Iterating through a Collection, avoiding ConcurrentModificationException when removing objects in a loop",1292,31,517k,java collections iteration ,True,2008-10-21T23:23:33,2008-10-21T23:27:15,False,"['Claudiu', 'Bill K', 'Claudiu', 'assylias', 'Ashish', 'RodeoClown', 'Landei', 'Antzi', 'Donald Raab', 'Priyank Doshi', 'John', 'from56', 'Yessy', 'Nestor Milyaev', 'james.garriss', 'Adil Karaöz', 'pedram bashiri', 'yoAlex5', 'Nandhan Thiravia', 'Srinivasan Thoyyeti', 'Yazon2006', 'cellepo', 'Rahul Vala', 'Oleg Tatarchuk', 'Oguzhan Cevik', 'Alferd Nobel', 'SM. Hosseini', 'jagdish khetre', 'Saeed Ir', 'Nurlan']"
How to set or change the default Java (JDK) version on macOS?,1291,34,1.4m,java macos ,False,2014-02-23T05:46:07,No ac,False,"['Venkat', 'markhellewell', 'Hugues M.', 'Justin Zhang', 'kenglxn', 'hermeslm', 'Yuantao', 'Trein', 'user2708060', 'dustinevan', 'slal', 'Abbin Varghese', 'Manuel Jordan', 'Joaquín L. Robles', 'Gabriel Reiser', 'Amin Agha', 'Vishrant', 'xsilen T', 'feistyfawn', 'Rajiv Singh', 'Anthony', 'Marcello DeSales', 'Rohit Kumar', 'Vrushali Raut', 'friederbluemle', 'joensson', 'RoundPi', 'MonstroDev', 'Suresh B B', 'Alex', 'Eric']"
Which @NotNull Java annotation should I use?,1287,25,396k,java nullpointerexception null annotations ide ,False,2011-02-10T22:05:35,No ac,False,"['jaxzin', 'Ludwig Weinzierl', 'Bert F', 'Sam Barnum', 'Stephen C', 'James Wald', 'tkruse', 'Bruno Eberhard', 'Gili', 'Horcrux7', 'Ophir Radnitz', 'Werner Keil', 'Shubham Chaudhary', 'noamtm', 'Mozart Brocchini', 'Cristan', 'Arto Bendiken', 'MiguelMunoz', 'chaqke', 'walkeros', 'bvdb', 'Nate W.', 'ken jarrad', 'morgwai', 'maxeh', 'Sam Harwell']"
Sort ArrayList of custom Objects by property,1271,29,1.3m,java sorting date comparator ,True,2010-05-06T21:09:36,2010-05-06T21:18:23,False,"['Samuel', 'Michael Myers', 'Björn', 'user1377710', 'Sorter', 'aperkins', 'assylias', 'Federico Piazza', 'CharlesW', 'Arun', 'Ucdemir', 'Prateek Kapoor', 'Vishnu Vasudevan', 'javasenior', 'camickr', 'OscarRyz', 'Kevin Parker', 'Vitalii Fedorenko', 'Kishan Bheemajiyani', 'Vinny', 'Laura Liparulo', 'Shriram M.', 'GhostCat', 'Norbert', 'pero_hero', 'DDus', 'Sahil Chhabra', 'Nullbeans', 'xtermi2', 'The EasyLearn Academy']"
How to install Java 8 on Mac,1266,34,1.3m,java macos java-8 installation ,False,2014-06-21T15:05:12,No ac,False,"['user3763100', 'l3x', 'kavehmb', 'Dave Kerr', 'freedev', 'Jain Waldrip', 'Lyncean Patel', 'toast38coza', 'Basil Bourque', 'Benedetto Abbenanti', 'Hoa Nguyen', 'Arefe', 'stderr', 'Arun', 'Nathan Dunn', 'JavaQuest', 'TLbiz', 'Amit Nayak', 'Anas', 'Niraj Sonawane', 'Santhosh', 'Nav', 'Edmund Lee', 'Geek', 'Dean Jain', 'Yossarian42', 'Vladimir Kuzomenskyi', 'vimal krishna', 'sapy', 'psuzzi', 'args']"
Converting 'ArrayList<String> to 'String[]' in Java,1256,17,913k,java arrays string arraylist collections ,True,2010-10-28T11:30:53,2010-10-28T11:34:52,False,"['Alex', 'Bozho', 'Vitalii Fedorenko', 'Naman', 'codecubed', 'Rajesh Vemula', 'Mike Shauneu', 'KayV', 'Yoory N.', 'Vatsal Chavda', 'Khaled Lela', 'nick w.', 'HZhang', 'Roberto Attias', 'Rafal Borowiec', 'Panchal Nilkanth', 'Denis Fedak', 'Prasannjeet Singh']"
Converting array to list in Java,1252,24,1.9m,java arrays list ,True,2010-04-09T12:20:20,2010-04-09T12:27:23,False,"['Alexandru', 'Joe Daley', 'Ibrahim Arief', 'akhil_mittal', 'Roman Nikitchenko', 'Péter Török', 'Steve Gelman', 'Vitaliy Sokolov', 'Mincong Huang', 'alaster', 'Pierluigi Vernetto', 'Bhushan', 'nybon', 'Giancarlo Frison', 'Danail Tsvetanov', 'kleines Filmröllchen', 'Arpan Saini', 'Hitesh Garg', 'DevilCode', 'Dishant Tanwar', 'yousef', 'ivenpoker', 'ATOMP', 'Angelin Nadar', 'Enrique Palacio']"
"How do servlets work? Instantiation, sessions, shared variables and multithreading",1246,8,323k,java multithreading servlets session-variables instance-variables ,True,2010-06-24T00:16:15,2010-06-24T02:41:44,False,"['Ku Jon', 'BalusC', 'Jops', 'Chris Thompson', 'Ajay Takur', 'Lauri Lehtinen', 'tharindu_DG', 'Onic Team', 'Mahesh Balasubramanian']"
Android SDK installation doesn't find JDK,1236,45,449k,java android sdk windows-7-x64 jdk6 ,False,2010-12-07T22:12:14,No ac,False,[]
What are the possible values of the Hibernate hbm2ddl.auto configuration and what do they do,1235,14,1.3m,java hibernate hbm2ddl ,False,2009-01-13T06:40:48,No ac,False,"['Suzan', 'James McMahon', 'Michiel Verkaik', 'Peter Hilton', 'Vlad Mihalcea', 'Pat', 'amit', 'Vinod Kumawat', 'Stefan Haberl', 'vishal thakur', 'Vishal Sharma', 'Arun Raaj', 'Doc Davluz', 'ibrahim demir', 'WesternGun']"
How can I initialise a static Map?,1233,43,1.0m,java dictionary collections initialization idioms ,True,2009-02-03T15:41:33,2009-02-03T15:51:04,False,"['dogbane', 'Jonik', 'Peter Štibraný', 'Chris Noe', 'Tim Frey', 'Tagir Valeev', 'Luke Hutchison', 'akhil_mittal', 'Donald Raab', 'eljenso', 'Shushant', 'Kaarel', 'Leninkumar Koppoju', 'Dennis C', 'agad', 'neu242', 'icza', 'Bharanidharan K', 'Brian Agnew', 'Philip Guin', 'zrvan', 'Stromata', 'yegor256', 'R. Oosterholt', 'Stanley Borowy', 'josh', 'catch23', 'Ali Dehghani', 'jglatre', 'Vlasec']"
How to create a generic array in Java?,1227,32,976k,java arrays generics reflection instantiation ,True,2009-02-09T17:30:44,2009-02-09T22:19:31,False,"['tatsuhirosatou', 'Varkhan', 'dimo414', 'gdejohn', 'irreputable', 'Jason C', 'Radiodef', 'user4910279', 'Jeff Olson', 'Bill Michell', 'puneeth', 'Benjamin M', 'Ola Bini', 'MatheusJardimB', 'KeyC0de', 'Rodrigo Asensio', 'Bobster', 'Valentino', 'Pedram Esmaeeli', 'plugwash', 'developer747', 'Irfan Ul Haq', 'Sam Ginrich', 'Esko', 'StarMonkey', 'Mohsen Afshin', 'Cambot', 'samir benzenine', 'Crab Nebula', 'user1708042', 'Acuna']"
Convert ArrayList<String> to String[] array [duplicate],1214,6,1.6m,java arrays arraylist ,True,2011-03-21T05:57:59,2011-03-21T06:07:00,False,"['locoboy', 'Prince John Wesley', 'st0le', 'Stephen C', 'Vitalii Fedorenko', 'Pshemo', 'Rick Hanlon II']"
How to resolve java.lang.NoClassDefFoundError: javax/xml/bind/JAXBException,1203,45,1.3m,java jaxb java-9 java-11 java-10 ,True,2017-04-23T17:40:23,2017-04-23T17:40:23,False,"['Andy Guibert', 'Andy Guibert', 'jdev', 'Sebastian Thees', 'Andremoniy', 'Mikhail Kholodkov', 'Cesar Rodriguez', 'Fábio Nascimento', 'Pallavi Sonal', 'Promise Preston', 'JasonPlutext', 'Hieu Rocker', 'rico_s', 'Mr Jedi', 'Kumar Abhishek', 'Jayesh Jayanthivasan', 'leon', 'mvw', 'malith vitha', 'Pijush', 'kachanov', 'dschulten', 'itsraghz', 'Javide', 'Willi Mentzel', 'David Tonhofer', 'Akash Kumar Sahoo', 'Dmitry Kaltovich', 'Ipkiss', 'silver_mx', 'Jayant Kumar']"
How can I pad an integer with zeros on the left?,1201,19,794k,java formatting zero-pad ,True,2009-01-23T15:21:24,2009-01-23T15:26:04,False,"['Omar Kooheji', 'Yoni Roit', 'bvdb', 'Boris Pavlović', 'Omar Kooheji', 'Brijesh Patel', 'Morgan Koh', 'das Keks', 'Tho', 'Deepak', 'Shashi', 'Jobin', 'Shomu', 'Pirate', 'Fathah Rehman P', 'Dr Adams', 'Aishwarya', 'Haseeb Hassan Asif', 'NoShadowKick', 'Dinesh Lomte']"
How to mock void methods with Mockito,1168,11,1.1m,java unit-testing mocking mockito void ,True,2010-02-16T20:54:39,2010-02-17T04:02:46,False,"['ibrahimyilmaz', 'sateesh', 'MarcioB', 'Omri374', 'ibrahimyilmaz', 'fl0w', 'Dilini Rajapaksha', 'Tim B', 'javamonkey79', 'ashley', 'Kıvılcım', 'Nikita']"
Including all the jars in a directory within the Java classpath,1164,25,1.2m,java command-line classpath ,False,2008-10-20T19:32:45,No ac,False,"['Chris Serra', 'basszero', 'davorp', 'oxbow_lakes', 'Habi', 'Pops', 'Wender', 'SANN3', 'Navi', 'rvernica', 'prakash', 'user7094', 'Jake Toronto', 'Evgeni Sergeev', 'Basil Bourque', 'Alexey', 'Matt S.', 'Daniel Spiewak', 'ParseTheData', 'Mindaugas K.', 'Robert Van Hoose', 'Sreesankar', 'Girdhar Singh Rathore', 'vkrams', 'kellogs']"
"What is the difference between canonical name, simple name and class name in Java Class?",1133,9,316k,java ,True,2013-03-04T13:45:28,2013-03-04T14:07:27,False,"['Mohamed Taher Alrefaie', 'Nick Holt', 'Victor Stafusa - BozoNaCadeia', 'gerardw', 'MvG', 'Kiran', 'Sim', 'Abdul Alim Shakir', 'Shirish Singh', 'Zufar Sunagatov']"
Static Classes In Java,1130,14,1.1m,java static-classes ,True,2011-09-20T13:32:42,2011-09-20T13:39:44,False,"['Kraken', 'Paul Sasik', 'Jon Skeet', 'amit', 'Bitmap', 'Ramesh-X', 'roottraveller', 'Bennet Huber', 'Saket', 'saichand', 'Nahid Nisho', 'JonR85', 'duffymo', 'Jay Rajput', 'dJack']"
:: (double colon) operator in Java 8,1127,17,472k,java java-8 method-reference ,True,2013-11-15T12:46:32,2013-11-15T13:08:55,False,"['Narendra Pathai', 'isnot2bad', 'Jatin', 'Olimpiu POP', 'akhil_mittal', 'sreenath', 'David', 'Vaibhav9518', 'Nertan Lucian', 'Houssam Badri', 'Sonu', 'Kamil Tomasz Jarmusik', 'HRgiger', 'Jude Niroshan', 'Pramod', 'Liutong Chen', 'Alfa khatoon', 'ishant kulshreshtha']"
"Download a file with Android, and showing the progress in a ProgressDialog",1124,16,622k,java android download android-asynctask ,True,2010-06-12T10:22:56,2010-06-12T12:30:25,False,"['Tom Leese', 'Mnightmare', 'sheetal', 'VinceStyling', 'The Syrian', 'ENSATE', 'Piyush-Ask Any Difference', 'Kinjal', 'Jeff Bootsholz', 'Renetik', 'vishnuc156', 'Renetik', 'Fahad Alotaibi', 'Mayank Kumar Chaudhari', 'jay patoliya', 'Ammar Abdullah']"
What does 'synchronized' mean?,1116,17,546k,java multithreading keyword synchronized ,True,2009-07-06T06:47:23,2009-07-06T07:01:49,False,"['Johanna', 'Stu Thompson', 'Dheeraj Sachan', 'jamesmortensen', 'Codemwnci', 'Thilo', 'Gima', 'paul', 'Ravindra babu', 'Linh', 'Shahryar Saljoughi', 'Spence', 'user1050755', 'paras4all', 'Ahtisham', 'yoAlex5', 'Aniket Thakur', 'Sharad']"
How can I get the current stack trace in Java?,1102,23,647k,stack-trace java ,True,2009-07-01T13:13:01,2009-07-01T13:15:41,False,"['ripper234', 'jjnguy', 'Yishai', 'Leif Gruenwoldt', 'RealHowTo', 'mike rodent', 'stikkos', 'Vicky Kapadia', 'kukis', 'Adamski', 'Thomas Adkins', 'ripper234', 'Christian Ullenboom', 'Witold Kaczurba', 'Zitrax', 'Salvador Valencia', 'butterchicken', 'Dinesh Kumar', 'Zar E Ahmer', 'Sampath', 'user8290063', 'Kubach', 'vishal', 'Manov']"
StringBuilder vs String concatenation in toString() in Java,1092,20,478k,java performance string concatenation stringbuilder ,True,2009-10-07T15:44:08,2009-10-07T15:51:05,False,"['non sequitor', 'Michael Borgwardt', 'joel.neely', 'Omry Yadan', 'tangens', 'Zofren', 'perilbrain', 'ring bearer', 'Marinos An', 'ZhekaKozlov', 'Paolo Maresca', 'matt b', 'VishalTambe', 'Thorbjørn Ravn Andersen', 'Samir Alakbarov', 'Eddy', 'nagendra547', 'wayne', 'Brian Agnew', 'Sudip Bhandari', 'Droo']"
How can I generate an MD5 hash in Java?,1086,34,1.1m,java hash md5 hashcode ,True,2009-01-06T09:45:12,2009-01-06T09:47:52,True,"['Akshay', 'koregan', 'Bombe', 'user49913', 'lutzh', 'dac2009', 'adranale', 'rednoah', 'Eugene', 'fth', 'Heshan Perera', 'stacker', 'andrewrjones', 'fitorec', 'marioosh', 'Raul Luna', 'ylu', 'frankodwyer', 'Lukasz R.', 'kriegaex', 'Giancarlo Romeo', 'Geordy James', 'Mike', 'Mihai Danila', 'Aurangzeb', 'HimalayanCoder', 'Prasanna L M', 'Marcelo Lopes', 'Priyank Desai', 'shouyu', 'Janez Kuhar']"
What is the difference between JDK and JRE?,1067,20,809k,java ,True,2009-12-15T10:19:27,2009-12-15T10:21:05,False,"['i2ijeya', 'Pablo Santa Cruz', 'Carl Smotricz', 'Chinbold Gansukh', 'Jaimin Patel', 'Wanna Coffee', 'Steve', 'Kanan J', 'Alex', 'Nikhil Kumar', 'Chintan Patni', 'Pruthvi', 'nifCody', 'Harita M', 'ABP ', 'Chandra Shekhar Goka', 'Mayank Jain', 'Dev', 'Samarth Shah', 'bishwas pokharel', 'Akila']"
What exactly is a Maven Snapshot and why do we need it?,1064,15,470k,java maven dependency-management ,True,2011-05-05T16:50:50,2011-05-05T16:57:39,False,"['meisam', 'Joachim Sauer', 'Romain Linsolas', 'jjnguy', 'Peter Lawrey', 'Joby Wilson Mathews', 'Garret Wilson', 'Venky Vungarala', 'tagus', 'Kati Holasz', 'shanika prasangika', 'Mahdi Soltani', 'CCNA', 'Sourabh Bhavsar', 'Umesh Bhutada', 'SM. Hosseini']"
When to use static methods,1063,24,1.3m,java static-methods ,True,2010-04-19T23:05:33,2010-04-19T23:42:13,False,"['KP65', 'not-just-yeti', 'Mohd', 'tetsuo', 'Alfred', 'Zishan', 'Kevin Sylvestre', 'duffymo', 'IndianProgrammer1234', 'Charlie S', 'Carsten', 'Sagar', 'jamz', 'Finbarr', 'Vaishak Suresh', 'Manju Yadav', 'Amit Kaneria', 'Jake N', 'hemanto', 'Amitesh Bharti', 'ave4496', 'Ravindra babu', 'Amrit', 'Danon']"
"Difference between HashMap, LinkedHashMap and TreeMap",1057,17,662k,java dictionary ,True,2010-05-22T21:10:15,2010-05-22T21:18:16,True,"['Kevin', 'Sergii Shevchyk', 'Michael Borgwardt', 'Eyal Schneider', 'pierrotlefou', 'Prem Kumar', 'Ogre Psalm33', 'roottraveller', 'Ruchira Gayan Ranaweera', 'siddhusingh', 'Shivam Shukla', 'Premraj', 'Vijay Barot', 'tangens', 'Basil Bourque', 'Animesh Jaiswal', 'jsingh', 'Kamran']"
What is difference between CrudRepository and JpaRepository interfaces in Spring Data JPA?,1054,9,448k,java spring jpa spring-data spring-data-jpa ,True,2012-12-23T19:35:12,2012-12-24T19:36:34,False,"['kseeker', 'Ken Chan', 'Oliver Drotbohm', 'Joby Wilson Mathews', 'Evan Knox Thomas', 'Anil Nivargi', 'Panagiotis Bougioukos', 'Rahul Vala', 'Zufar Sunagatov', 'Anusha SP']"
How to create RecyclerView with multiple view types,1053,23,591k,java android user-interface android-recyclerview ,True,2014-10-07T20:55:30,2014-10-07T21:17:46,False,"['Pongpat', 'Anton Savin', 'yqritc', 'Simon', 'Linh', 'Rohit Singh', 'Islam Assi', 'Sayan Manna', 'Gastón Saillén', 'Asad Ali Choudhry', 'lannyf', 'Michal Faber', 'Tulsi', 'Dmitrii Bychkov', 'ibrahimyilmaz', 'Mariusz Brona', 'Vitaly', 'Link182', 'Avinash Ch', 'Dragas', 'Pavlo Ostasha', 'Genius8020', 'Syed Arsalan Kazmi', 'Miguel Lasa']"
Place cursor at the end of text in EditText,1049,27,358k,java android kotlin android-edittext keylistener ,False,2011-06-02T16:32:42,No ac,False,"['Manu', 'Marqs', 'James', 'Mr.vicky patel', 'Anton Derevyanko', 'Etienne Lawlor', 'Mario', 'Igor Siqueira', 'Kreshnik', 'Anh Duy', 'Leo DroidCoder', 'Maximus', 'Li Che', 'djleop', 'Khemraj Sharma', 'Rahul Patil', 'ar-g', 'Hardik Vasani', 'Yogesh Umesh Vaity', 'Jayesh', 'Daniel Almeida', 'Fonix', 'Alécio Carvalho', 'siby varghese', 'kishna.147', 'Mujahid Khan', 'Prajwal Waingankar', 'DavidUps']"
