title,votes,num_answer,views,tags,accepted,q_time,ac_ans_time,ua,users,comment_users
How to take screenshot of any java native application without bringing it to foreground in Java?,1,1,130,java swing javafx awtrobot image-capture,false,2023-01-23T05:51:05,No ac,False,ameer zeya|ControlAltDel,jewelsea|MadProgrammer|Gilbert Le Blanc|ameer zeya|MadProgrammer|MadProgrammer|ControlAltDel|MadProgrammer|ControlAltDel|MadProgrammer
Any way to programmatically determine which Java language features are available on current platform?,9,3,601,java,true,2019-01-10T10:13:00,2019-01-10T11:48:24,True,typeracer|typeracer|Lance|TiyebM|typeracer,Sweeper|BackSlash|typeracer|typeracer
Given a rotated sorted array， how can I find the largest value in that array?,3,8,6k,java algorithm divide-and-conquer,false,2015-01-13T23:41:50,No ac,False,user2351234|Raymond Chenon|mrk|ssh|shivangi jain|Soudipta Dutta|user10428958|Mohamed Naufal|Aviral Gupta,Oliver Charlesworth|qqibrow|Ivan Kuckir|Ivan Kuckir|ajb|greybeard|shole|mrk|greybeard|greybeard|Xax
What is the most efficient approach for finding solid colors in 7000 images using BufferedImage and Java?,0,3,43,java image image-processing pixel bufferedimage,false,2023-05-24T16:24:17,No ac,False,Aster|DuncG|Reilas|FiReTiTi,Reilas|DuncG|Jim Garrison|Harald K
How I can sort addresses with the same city ID?,0,1,51,java optaplanner timefold,false,2023-05-22T01:48:31,No ac,False,Orkhan Hasanli|Lukáš Petrovický,
Why is my gradient not showing in the window with Java AWT,0,0,11,java awt gradient,false,2023-05-25T18:30:21,No ac,False,Gabrioche,camickr|camickr
Read environment variable in SpringBoot,78,8,167k,java spring spring-boot environment-variables,true,2017-06-28T12:59:02,2017-06-28T13:07:27,False,Michał Szewczyk|g00glen00b|Rlarroque|Brent Bradburn|Saikat|Sam YC|SUSHANT TIWARY|Veluguri sai ram|wmp,nonNumericalFloat|e-info128|Brent Bradburn|dgraf|Brent Bradburn|e-info128
How to optimize JDBC DB2 Automatic client reroute (ACR) it Takes too long,0,0,22,java jdbc db2 acr,false,2023-05-25T18:18:34,No ac,False,Thomas,data_henrik|Thomas
Improvement in time complexity required,0,0,33,java recursion time backtracking knights-tour,false,2023-05-25T13:30:45,No ac,False,Aatmik Mittal|Aatmik Mittal,Old Dog Programmer|Old Dog Programmer
Will it be possible for javax.ws.rs.client SyncInvoker get() response be null?,0,0,6,java http jax-rs,false,2023-05-25T18:04:03,No ac,False,TommyQu,
Table is empty when trying to access the database using RoomDB in Android Studio,0,1,14,java sqlite android-studio google-maps-markers roomdb,false,2023-05-25T14:02:04,No ac,False,Anonymous01|zaid khan,Anonymous01
Check if entity exists by list of ids spring data jpa， sql,1,3,432,java sql spring-boot spring-data-jpa,false,2022-11-24T18:10:12,No ac,False,Charismatic|aleksandur|Charismatic|Subarata Talukder,Youans|Charismatic
